station,valid,tmpf,relh,skyc1
SBA,2025-06-30T13:53:00Z,65,72.64,SCT
SBA,2025-06-30T14:53:00Z,65,72.64,SCT
SBA,2025-06-30T15:53:00Z,66,70.16,CLR
SBA,2025-06-30T16:53:00Z,66,72.74,CLR
SBA,2025-06-30T17:53:00Z,64,75.22,CLR
SBA,2025-06-30T18:53:00Z,62,80.7,CLR
SBA,2025-06-30T19:53:00Z,61,83.6,CLR
SBA,2025-06-30T20:53:00Z,59,89.77,CLR
SBA,2025-06-30T21:42:00Z,59,89.77,BKN
SBA,2025-06-30T21:45:00Z,59,89.77,BKN
SBA,2025-06-30T21:53:00Z,59,89.77,BKN
SBA,2025-06-30T22:53:00Z,59,93.07,OVC
SBA,2025-06-30T23:53:00Z,59,93.07,OVC
SBA,2025-07-01T00:53:00Z,59,89.77,OVC
SBA,2025-07-01T01:53:00Z,58,93.04,OVC
SBA,2025-07-01T02:03:00Z,58,93.04,OVC
SBA,2025-07-01T02:53:00Z,57,96.45,OVC
SBA,2025-07-01T03:53:00Z,57,96.45,OVC
SBA,2025-07-01T04:22:00Z,57,93.01,OVC
SBA,2025-07-01T04:40:00Z,57,96.45,OVC
SBA,2025-07-01T04:48:00Z,57.2,93.7,OVC
SBA,2025-07-01T04:53:00Z,57,96.45,OVC
SBA,2025-07-01T05:10:00Z,57,96.45,OVC
SBA,2025-07-01T05:53:00Z,56,96.44,OVC
SBA,2025-07-01T06:53:00Z,57,96.45,OVC
SBA,2025-07-01T07:53:00Z,57,93.01,OVC
SBA,2025-07-01T08:53:00Z,57,93.01,OVC
SBA,2025-07-01T09:53:00Z,58,89.73,OVC
SBA,2025-07-01T10:53:00Z,61,80.62,OVC
SBA,2025-07-01T11:42:00Z,63,75.13,SCT
SBA,2025-07-01T11:53:00Z,63,75.13,SCT
SBA,2025-07-01T12:53:00Z,64,72.54,SCT
SBA,2025-07-01T13:53:00Z,66,70.16,FEW
SBA,2025-07-01T14:53:00Z,65,72.64,SCT
SBA,2025-07-01T15:53:00Z,66,72.74,SCT
SBA,2025-07-01T16:53:00Z,65,72.64,SCT
SBA,2025-07-01T17:53:00Z,64,77.99,CLR
SBA,2025-07-01T18:53:00Z,62,80.7,CLR
SBA,2025-07-01T19:53:00Z,61,83.6,CLR
SBA,2025-07-01T20:53:00Z,59,89.77,FEW
SBA,2025-07-01T21:53:00Z,59,89.77,CLR
SBA,2025-07-01T22:53:00Z,59,89.77,CLR
SBA,2025-07-01T23:53:00Z,59,89.77,FEW
SBA,2025-07-02T00:08:00Z,59,89.77,BKN
SBA,2025-07-02T00:53:00Z,60,89.81,OVC
SBA,2025-07-02T01:53:00Z,59,89.77,OVC
SBA,2025-07-02T07:53:00Z,57.2,93.7,OVC
SBA,2025-07-02T08:53:00Z,59,87.84,OVC
SBA,2025-07-02T09:53:00Z,60,86.62,OVC
SBA,2025-07-02T10:53:00Z,62,80.7,OVC
SBA,2025-07-02T11:30:00Z,64,77.99,OVC
SBA,2025-07-02T11:53:00Z,66,72.74,OVC
SBA,2025-07-02T12:27:00Z,66,72.74,SCT
SBA,2025-07-02T12:53:00Z,68,67.89,SCT
SBA,2025-07-02T13:53:00Z,67,70.27,SCT
SBA,2025-07-02T14:53:00Z,67,70.27,CLR
SBA,2025-07-02T15:53:00Z,67,70.27,SCT
SBA,2025-07-02T16:53:00Z,63,77.91,BKN
SBA,2025-07-02T17:53:00Z,61,83.6,BKN
SBA,2025-07-02T18:27:00Z,62,80.7,SCT
SBA,2025-07-02T18:53:00Z,63,77.91,CLR
SBA,2025-07-02T19:53:00Z,60,86.62,CLR
SBA,2025-07-02T20:02:00Z,60,86.62,SCT
SBA,2025-07-02T20:53:00Z,59,89.77,BKN
SBA,2025-07-02T21:53:00Z,60,89.81,OVC
SBA,2025-07-02T22:53:00Z,60,89.81,OVC
SBA,2025-07-02T23:53:00Z,60,89.81,OVC
SBA,2025-07-03T00:53:00Z,60,89.81,OVC
SBA,2025-07-03T01:53:00Z,60,89.81,OVC
SBA,2025-07-03T02:53:00Z,60,93.1,OVC
SBA,2025-07-03T03:53:00Z,60,89.81,OVC
SBA,2025-07-03T04:53:00Z,61,86.68,OVC
SBA,2025-07-03T05:53:00Z,60,89.81,OVC
SBA,2025-07-03T06:53:00Z,61,86.68,OVC
SBA,2025-07-03T07:53:00Z,63,80.77,OVC
SBA,2025-07-03T08:53:00Z,64,77.99,OVC
SBA,2025-07-03T09:53:00Z,66,75.41,OVC
SBA,2025-07-03T10:53:00Z,67,72.85,OVC
SBA,2025-07-03T11:32:00Z,69,68.01,SCT
SBA,2025-07-03T11:53:00Z,69,68.01,SCT
SBA,2025-07-03T12:53:00Z,69,68.01,CLR
SBA,2025-07-03T13:53:00Z,71,65.84,CLR
SBA,2025-07-03T14:53:00Z,71,65.84,CLR
SBA,2025-07-03T15:53:00Z,69,70.49,CLR
SBA,2025-07-03T16:53:00Z,69,68.01,CLR
SBA,2025-07-03T17:53:00Z,68,70.38,CLR
SBA,2025-07-03T18:53:00Z,64,77.99,CLR
SBA,2025-07-03T19:53:00Z,63,80.77,CLR
SBA,2025-07-03T20:53:00Z,61,86.68,CLR
SBA,2025-07-03T21:53:00Z,59,93.07,CLR
SBA,2025-07-03T22:53:00Z,58,96.47,CLR
SBA,2025-07-03T23:13:00Z,59,89.77,SCT
SBA,2025-07-03T23:22:00Z,59,93.07,BKN
SBA,2025-07-03T23:53:00Z,60,89.81,OVC
SBA,2025-07-04T00:53:00Z,59,93.07,OVC
SBA,2025-07-04T01:06:00Z,59,93.07,OVC
SBA,2025-07-04T01:53:00Z,59,93.07,OVC
SBA,2025-07-04T02:53:00Z,58,93.04,OVC
SBA,2025-07-04T03:53:00Z,58,96.47,OVC
SBA,2025-07-04T04:46:00Z,58,96.47,OVC
SBA,2025-07-04T04:53:00Z,58,96.47,OVC
SBA,2025-07-04T05:53:00Z,59,93.07,OVC
SBA,2025-07-04T06:53:00Z,59,93.07,OVC
SBA,2025-07-04T07:53:00Z,59,93.07,OVC
SBA,2025-07-04T08:53:00Z,61,86.68,OVC
SBA,2025-07-04T09:53:00Z,62,83.67,BKN
SBA,2025-07-04T10:53:00Z,64,80.85,BKN
SBA,2025-07-04T11:53:00Z,66,75.41,BKN
SBA,2025-07-04T12:53:00Z,66,75.41,BKN
SBA,2025-07-04T13:42:00Z,67,72.85,SCT
SBA,2025-07-04T13:53:00Z,67,72.85,SCT
SBA,2025-07-04T14:53:00Z,67,75.5,FEW
SBA,2025-07-04T15:53:00Z,65,75.32,CLR
SBA,2025-07-04T16:53:00Z,66,70.16,CLR
SBA,2025-07-04T17:53:00Z,65,72.64,CLR
SBA,2025-07-04T18:53:00Z,63,77.91,CLR
SBA,2025-07-04T19:53:00Z,62,80.7,CLR
SBA,2025-07-04T20:53:00Z,62,86.73,CLR
SBA,2025-07-04T21:53:00Z,61,89.85,CLR
SBA,2025-07-04T22:53:00Z,61,83.6,CLR
SBA,2025-07-04T23:53:00Z,60,89.81,CLR
SBA,2025-07-05T00:53:00Z,59,86.57,CLR
SBA,2025-07-05T01:53:00Z,58,89.73,CLR
SBA,2025-07-05T02:53:00Z,59,86.57,CLR
SBA,2025-07-05T03:53:00Z,59,89.77,CLR
SBA,2025-07-05T04:53:00Z,59,89.77,CLR
SBA,2025-07-05T05:53:00Z,59,89.77,SCT
SBA,2025-07-05T06:22:00Z,59,89.77,BKN
SBA,2025-07-05T06:53:00Z,61,89.85,OVC
SBA,2025-07-05T07:53:00Z,63,86.79,OVC
SBA,2025-07-05T08:53:00Z,65,80.92,BKN
SBA,2025-07-05T09:20:00Z,66,78.16,SCT
SBA,2025-07-05T09:53:00Z,67,75.5,SCT
SBA,2025-07-05T10:00:00Z,68,72.95,CLR
SBA,2025-07-05T10:53:00Z,67,75.5,CLR
SBA,2025-07-05T11:53:00Z,69,70.49,CLR
SBA,2025-07-05T12:53:00Z,70,65.72,CLR
SBA,2025-07-05T13:53:00Z,70,65.72,CLR
SBA,2025-07-05T14:53:00Z,71,59.11,CLR
SBA,2025-07-05T15:53:00Z,71,61.28,CLR
SBA,2025-07-05T16:53:00Z,70,61.15,CLR
SBA,2025-07-05T17:53:00Z,70,63.4,CLR
SBA,2025-07-05T18:53:00Z,67,67.78,CLR
SBA,2025-07-05T19:53:00Z,64,80.85,CLR
SBA,2025-07-05T20:53:00Z,63,83.73,CLR
SBA,2025-07-05T21:53:00Z,63,83.73,CLR
SBA,2025-07-05T22:53:00Z,63,83.73,CLR
SBA,2025-07-05T23:53:00Z,62,86.73,CLR
SBA,2025-07-06T00:53:00Z,61,86.68,CLR
SBA,2025-07-06T01:53:00Z,61,86.68,CLR
SBA,2025-07-06T02:53:00Z,60,89.81,CLR
SBA,2025-07-06T03:53:00Z,59,89.77,CLR
SBA,2025-07-06T04:53:00Z,54,92.92,CLR
SBA,2025-07-06T05:53:00Z,55,96.42,CLR
SBA,2025-07-06T06:53:00Z,59,93.07,BKN
SBA,2025-07-06T07:53:00Z,61,89.85,OVC
SBA,2025-07-06T08:53:00Z,62,86.73,SCT
SBA,2025-07-06T09:48:00Z,64.4,77.46,SCT
SBA,2025-07-06T09:53:00Z,64,80.85,SCT
SBA,2025-07-06T10:53:00Z,66,75.41,CLR
SBA,2025-07-06T11:53:00Z,67,67.78,CLR
SBA,2025-07-06T12:53:00Z,70,65.72,CLR
SBA,2025-07-06T13:53:00Z,68,67.89,CLR
SBA,2025-07-06T14:53:00Z,70,63.4,CLR
SBA,2025-07-06T15:53:00Z,70,58.97,CLR
SBA,2025-07-06T16:53:00Z,70,58.97,CLR
SBA,2025-07-06T17:53:00Z,68,70.38,CLR
SBA,2025-07-06T18:53:00Z,69,58.83,CLR
SBA,2025-07-06T19:53:00Z,64,83.8,CLR
SBA,2025-07-06T20:53:00Z,62,86.73,CLR
SBA,2025-07-06T21:53:00Z,61,86.68,CLR
SBA,2025-07-06T22:53:00Z,61,89.85,CLR
SBA,2025-07-06T23:53:00Z,60,89.81,CLR
SBA,2025-07-07T00:53:00Z,59,89.77,CLR
SBA,2025-07-07T01:29:00Z,59,89.77,FEW
SBA,2025-07-07T01:53:00Z,59,93.07,SCT
SBA,2025-07-07T02:14:00Z,60,89.81,BKN
SBA,2025-07-07T02:53:00Z,60,89.81,OVC
SBA,2025-07-07T03:53:00Z,60,89.81,OVC
SBA,2025-07-07T04:53:00Z,59,89.77,OVC
SBA,2025-07-07T05:46:00Z,59,86.57,OVC
SBA,2025-07-07T05:53:00Z,59,86.57,OVC
SBA,2025-07-07T06:53:00Z,60,83.54,OVC
SBA,2025-07-07T07:53:00Z,60,83.54,OVC
SBA,2025-07-07T08:53:00Z,61,80.62,OVC
SBA,2025-07-07T09:53:00Z,62,77.82,OVC
SBA,2025-07-07T10:53:00Z,64,72.54,BKN
SBA,2025-07-07T11:53:00Z,65,72.64,SCT
SBA,2025-07-07T12:53:00Z,66,70.16,SCT
SBA,2025-07-07T13:53:00Z,67,67.78,FEW
SBA,2025-07-07T14:53:00Z,67,67.78,CLR
SBA,2025-07-07T15:53:00Z,67,67.78,CLR
SBA,2025-07-07T16:53:00Z,66,70.16,CLR
SBA,2025-07-07T17:53:00Z,65,70.05,CLR
SBA,2025-07-07T18:53:00Z,64,72.54,CLR
SBA,2025-07-07T19:53:00Z,63,75.13,CLR
SBA,2025-07-07T20:53:00Z,61,86.68,CLR
SBA,2025-07-07T21:53:00Z,61,86.68,CLR
SBA,2025-07-07T22:53:00Z,58,89.73,CLR
SBA,2025-07-07T23:53:00Z,59,86.57,CLR
SBA,2025-07-08T00:53:00Z,58,86.51,CLR
SBA,2025-07-08T01:45:00Z,59,89.77,BKN
SBA,2025-07-08T01:53:00Z,59,89.77,BKN
SBA,2025-07-08T02:40:00Z,58,89.73,SCT
SBA,2025-07-08T02:53:00Z,57,93.01,CLR
SBA,2025-07-08T03:53:00Z,56,92.98,CLR
SBA,2025-07-08T04:53:00Z,55,96.42,CLR
SBA,2025-07-08T05:06:00Z,55,96.42,SCT
SBA,2025-07-08T05:18:00Z,55,96.42,FEW
SBA,2025-07-08T05:25:00Z,55,96.42,OVC
SBA,2025-07-08T05:39:00Z,55,96.42,OVC
SBA,2025-07-08T05:48:00Z,55.4,100,OVC
SBA,2025-07-08T05:53:00Z,56,96.44,BKN
SBA,2025-07-08T06:53:00Z,56,96.44,FEW
SBA,2025-07-08T06:55:00Z,56,96.44,OVC
SBA,2025-07-08T07:18:00Z,57,100,VV 
SBA,2025-07-08T07:27:00Z,58,96.47,SCT
SBA,2025-07-08T07:53:00Z,59,89.77,SCT
SBA,2025-07-08T08:53:00Z,63,80.77,SCT
SBA,2025-07-08T09:53:00Z,64,77.99,CLR
SBA,2025-07-08T10:53:00Z,65,72.64,CLR
SBA,2025-07-08T11:53:00Z,68,65.48,CLR
SBA,2025-07-08T12:53:00Z,69,68.01,CLR
SBA,2025-07-08T13:53:00Z,70,63.4,CLR
SBA,2025-07-08T14:53:00Z,70,61.15,CLR
SBA,2025-07-08T15:53:00Z,71,61.28,CLR
SBA,2025-07-08T16:53:00Z,70,63.4,CLR
SBA,2025-07-08T17:53:00Z,69,68.01,CLR
SBA,2025-07-08T18:53:00Z,70,63.4,CLR
SBA,2025-07-08T19:53:00Z,67,70.27,CLR
SBA,2025-07-08T20:53:00Z,64,80.85,CLR
SBA,2025-07-08T21:53:00Z,63,83.73,CLR
SBA,2025-07-08T22:53:00Z,63,83.73,CLR
SBA,2025-07-08T23:53:00Z,62,86.73,CLR
SBA,2025-07-09T00:53:00Z,60,89.81,CLR
SBA,2025-07-09T01:53:00Z,60,86.62,CLR
SBA,2025-07-09T02:53:00Z,57,89.68,CLR
SBA,2025-07-09T03:53:00Z,56,92.98,CLR
SBA,2025-07-09T04:53:00Z,56,92.98,CLR
SBA,2025-07-09T05:53:00Z,54,92.92,CLR
SBA,2025-07-09T06:53:00Z,58,89.73,CLR
SBA,2025-07-09T07:53:00Z,64,80.85,CLR
SBA,2025-07-09T08:53:00Z,65,78.08,CLR
SBA,2025-07-09T09:53:00Z,66,72.74,CLR
SBA,2025-07-09T10:53:00Z,67,72.85,CLR
SBA,2025-07-09T11:53:00Z,70,68.12,CLR
SBA,2025-07-09T12:53:00Z,72,63.65,CLR
SBA,2025-07-09T13:53:00Z,74,57.42,CLR
SBA,2025-07-09T14:53:00Z,74,53.42,CLR
SBA,2025-07-09T15:53:00Z,68,70.38,CLR
SBA,2025-07-09T16:53:00Z,67,72.85,CLR
SBA,2025-07-09T17:53:00Z,67,72.85,CLR
SBA,2025-07-09T18:53:00Z,66,75.41,CLR
SBA,2025-07-09T19:53:00Z,64,80.85,CLR
SBA,2025-07-09T20:53:00Z,64,80.85,CLR
SBA,2025-07-09T21:53:00Z,63,83.73,CLR
SBA,2025-07-09T22:53:00Z,62,86.73,CLR
SBA,2025-07-09T23:53:00Z,61,86.68,CLR
SBA,2025-07-10T00:53:00Z,59,89.77,CLR
SBA,2025-07-10T01:53:00Z,59,89.77,CLR
SBA,2025-07-10T02:53:00Z,57,93.01,CLR
SBA,2025-07-10T03:53:00Z,56,92.98,CLR
SBA,2025-07-10T04:53:00Z,57,89.68,CLR
SBA,2025-07-10T05:53:00Z,55,96.42,CLR
SBA,2025-07-10T06:53:00Z,59,89.77,CLR
SBA,2025-07-10T07:53:00Z,63,83.73,CLR
SBA,2025-07-10T08:53:00Z,66,81,CLR
SBA,2025-07-10T09:53:00Z,68,72.95,CLR
SBA,2025-07-10T10:53:00Z,67,75.5,CLR
SBA,2025-07-10T11:53:00Z,70,68.12,CLR
SBA,2025-07-10T12:53:00Z,73,63.78,CLR
SBA,2025-07-10T13:53:00Z,75,55.53,CLR
SBA,2025-07-10T14:53:00Z,73,57.28,CLR
SBA,2025-07-10T15:53:00Z,73,59.38,CLR
SBA,2025-07-10T16:53:00Z,73,57.28,CLR
SBA,2025-07-10T17:53:00Z,67,75.5,CLR
SBA,2025-07-10T18:53:00Z,65,78.08,CLR
SBA,2025-07-10T19:53:00Z,63,83.73,CLR
SBA,2025-07-10T20:53:00Z,62,83.67,CLR
SBA,2025-07-10T21:53:00Z,62,86.73,CLR
SBA,2025-07-10T22:53:00Z,62,86.73,CLR
SBA,2025-07-10T23:53:00Z,61,89.85,CLR
SBA,2025-07-11T00:53:00Z,60,89.81,CLR
SBA,2025-07-11T01:53:00Z,59,89.77,CLR
SBA,2025-07-11T02:53:00Z,59,93.07,CLR
SBA,2025-07-11T03:45:00Z,59,93.07,FEW
SBA,2025-07-11T03:53:00Z,60,89.81,FEW
SBA,2025-07-11T04:19:00Z,60,93.1,BKN
SBA,2025-07-11T04:53:00Z,60,89.81,OVC
SBA,2025-07-11T05:53:00Z,59,93.07,OVC
SBA,2025-07-11T06:53:00Z,59,93.07,OVC
SBA,2025-07-11T07:53:00Z,59,93.07,OVC
SBA,2025-07-11T08:53:00Z,58,93.04,OVC
SBA,2025-07-11T09:53:00Z,60,86.62,OVC
SBA,2025-07-11T10:53:00Z,63,80.77,OVC
SBA,2025-07-11T11:15:00Z,65,78.08,SCT
SBA,2025-07-11T11:39:00Z,65,78.08,SCT
SBA,2025-07-11T11:53:00Z,65,78.08,SCT
SBA,2025-07-11T12:48:00Z,66.2,72.76,BKN
SBA,2025-07-11T12:53:00Z,66,75.41,BKN
SBA,2025-07-11T13:53:00Z,66,75.41,BKN
SBA,2025-07-11T14:21:00Z,67,75.5,SCT
SBA,2025-07-11T14:53:00Z,68,70.38,CLR
SBA,2025-07-11T15:53:00Z,69,70.49,CLR
SBA,2025-07-11T16:53:00Z,67,72.85,CLR
SBA,2025-07-11T17:53:00Z,65,78.08,CLR
SBA,2025-07-11T18:53:00Z,62,86.73,SCT
SBA,2025-07-11T19:28:00Z,61,86.68,BKN
SBA,2025-07-11T19:53:00Z,60,89.81,OVC
SBA,2025-07-11T20:53:00Z,59,93.07,OVC
SBA,2025-07-11T21:53:00Z,60,89.81,OVC
SBA,2025-07-11T22:53:00Z,60,89.81,OVC
SBA,2025-07-11T23:00:00Z,60,89.81,OVC
SBA,2025-07-11T23:53:00Z,60,93.1,OVC
SBA,2025-07-12T00:33:00Z,60,93.1,OVC
SBA,2025-07-12T00:53:00Z,60,93.1,OVC
SBA,2025-07-12T01:21:00Z,59,96.48,OVC
SBA,2025-07-12T01:53:00Z,59,96.48,OVC
SBA,2025-07-12T02:17:00Z,59,96.48,OVC
SBA,2025-07-12T02:53:00Z,58,96.47,OVC
SBA,2025-07-12T03:42:00Z,58,96.47,OVC
SBA,2025-07-12T03:53:00Z,58,96.47,OVC
SBA,2025-07-12T04:13:00Z,58,96.47,OVC
SBA,2025-07-12T04:22:00Z,58,96.47,OVC
SBA,2025-07-12T04:53:00Z,58,96.47,OVC
SBA,2025-07-12T05:22:00Z,58,96.47,OVC
SBA,2025-07-12T05:29:00Z,58,96.47,OVC
SBA,2025-07-12T05:49:00Z,57.2,100,OVC
SBA,2025-07-12T05:53:00Z,58,96.47,OVC
SBA,2025-07-12T06:53:00Z,58,96.47,OVC
SBA,2025-07-12T07:53:00Z,59,96.48,OVC
SBA,2025-07-12T08:53:00Z,59,96.48,OVC
SBA,2025-07-12T09:53:00Z,60,93.1,OVC
SBA,2025-07-12T10:53:00Z,61,89.85,OVC
SBA,2025-07-12T11:53:00Z,63,86.79,OVC
SBA,2025-07-12T12:50:00Z,68,77.77,OVC
SBA,2025-07-12T12:53:00Z,68,75.59,OVC
SBA,2025-07-12T13:33:00Z,70,70.59,SCT
SBA,2025-07-12T13:53:00Z,70,70.59,CLR
SBA,2025-07-12T14:53:00Z,70,70.59,CLR
SBA,2025-07-12T15:53:00Z,70,70.59,CLR
SBA,2025-07-12T16:53:00Z,69,73.05,CLR
SBA,2025-07-12T17:53:00Z,66,78.16,SCT
SBA,2025-07-12T18:38:00Z,63,83.73,BKN
SBA,2025-07-12T18:53:00Z,63,83.73,BKN
SBA,2025-07-12T19:53:00Z,61,89.85,BKN
SBA,2025-07-12T20:18:00Z,61,89.85,BKN
SBA,2025-07-12T20:34:00Z,61,89.85,BKN
SBA,2025-07-12T20:53:00Z,61,89.85,BKN
SBA,2025-07-12T21:53:00Z,61,89.85,OVC
SBA,2025-07-12T22:53:00Z,60,93.1,OVC
SBA,2025-07-12T23:12:00Z,60,93.1,OVC
SBA,2025-07-12T23:53:00Z,59,96.48,OVC
SBA,2025-07-13T00:20:00Z,59,96.48,OVC
SBA,2025-07-13T00:53:00Z,59,93.07,OVC
SBA,2025-07-13T01:09:00Z,59,96.48,OVC
SBA,2025-07-13T01:24:00Z,59,93.07,OVC
SBA,2025-07-13T01:45:00Z,58,96.47,OVC
SBA,2025-07-13T01:53:00Z,58,96.47,OVC
SBA,2025-07-13T02:53:00Z,58,96.47,OVC
SBA,2025-07-13T03:13:00Z,58,96.47,OVC
SBA,2025-07-13T03:20:00Z,58,100,OVC
SBA,2025-07-13T03:29:00Z,58,96.47,OVC
SBA,2025-07-13T03:53:00Z,58,96.47,OVC
SBA,2025-07-13T04:53:00Z,58,96.47,OVC
SBA,2025-07-13T05:53:00Z,57,100,OVC
SBA,2025-07-13T06:22:00Z,57,100,OVC
SBA,2025-07-13T06:53:00Z,58,96.47,OVC
SBA,2025-07-13T07:53:00Z,58,96.47,OVC
SBA,2025-07-13T08:53:00Z,58,96.47,OVC
SBA,2025-07-13T09:53:00Z,59,93.07,OVC
SBA,2025-07-13T10:53:00Z,60,86.62,OVC
SBA,2025-07-13T11:53:00Z,61,86.68,OVC
SBA,2025-07-13T12:53:00Z,64,77.99,FEW
SBA,2025-07-13T13:53:00Z,65,75.32,CLR
SBA,2025-07-13T14:53:00Z,66,72.74,FEW
SBA,2025-07-13T15:53:00Z,65,72.64,FEW
SBA,2025-07-13T16:53:00Z,65,75.32,FEW
SBA,2025-07-13T17:53:00Z,64,77.99,SCT
SBA,2025-07-13T18:53:00Z,62,83.67,SCT
SBA,2025-07-13T19:53:00Z,60,89.81,SCT
SBA,2025-07-13T20:01:00Z,60,89.81,BKN
SBA,2025-07-13T20:53:00Z,59,93.07,OVC
SBA,2025-07-13T21:53:00Z,59,93.07,OVC
SBA,2025-07-13T22:53:00Z,59,93.07,OVC
SBA,2025-07-13T23:18:00Z,58,96.47,OVC
SBA,2025-07-13T23:53:00Z,58,96.47,OVC
SBA,2025-07-14T00:53:00Z,58,96.47,OVC
SBA,2025-07-14T01:53:00Z,58,96.47,OVC
SBA,2025-07-14T02:53:00Z,58,96.47,OVC
SBA,2025-07-14T03:53:00Z,58,96.47,OVC
SBA,2025-07-14T04:53:00Z,58,96.47,OVC
SBA,2025-07-14T05:53:00Z,58,96.47,OVC
SBA,2025-07-14T06:53:00Z,59,93.07,OVC
SBA,2025-07-14T07:53:00Z,59,93.07,OVC
SBA,2025-07-14T08:53:00Z,61,86.68,OVC
SBA,2025-07-14T09:53:00Z,62,86.73,OVC
SBA,2025-07-14T10:53:00Z,63,83.73,OVC
SBA,2025-07-14T11:53:00Z,66,75.41,BKN
SBA,2025-07-14T12:30:00Z,67,72.85,SCT
SBA,2025-07-14T12:53:00Z,67,72.85,SCT
SBA,2025-07-14T13:53:00Z,67,72.85,SCT
SBA,2025-07-14T14:53:00Z,67,75.5,FEW
SBA,2025-07-14T15:53:00Z,67,72.85,FEW
SBA,2025-07-14T16:53:00Z,66,75.41,SCT
SBA,2025-07-14T17:53:00Z,63,80.77,SCT
SBA,2025-07-14T18:26:00Z,62,83.67,BKN
SBA,2025-07-14T18:53:00Z,61,86.68,BKN
SBA,2025-07-14T19:53:00Z,59,93.07,BKN
SBA,2025-07-14T20:53:00Z,59,93.07,OVC
SBA,2025-07-14T21:53:00Z,58,96.47,OVC
SBA,2025-07-14T22:53:00Z,58,96.47,OVC
SBA,2025-07-14T23:53:00Z,58,93.04,OVC
SBA,2025-07-15T00:08:00Z,58,93.04,OVC
SBA,2025-07-15T00:53:00Z,57,96.45,OVC
SBA,2025-07-15T01:53:00Z,57,96.45,OVC
SBA,2025-07-15T02:20:00Z,57,96.45,OVC
SBA,2025-07-15T02:51:00Z,57.2,93.7,OVC
SBA,2025-07-15T02:53:00Z,57,96.45,OVC
SBA,2025-07-15T03:40:00Z,57,96.45,OVC
SBA,2025-07-15T03:53:00Z,57,96.45,OVC
SBA,2025-07-15T04:26:00Z,57,96.45,OVC
SBA,2025-07-15T04:40:00Z,58,96.47,OVC
SBA,2025-07-15T04:53:00Z,58,96.47,OVC
SBA,2025-07-15T05:53:00Z,58,93.04,OVC
SBA,2025-07-15T06:53:00Z,59,89.77,OVC
SBA,2025-07-15T07:53:00Z,59,93.07,OVC
SBA,2025-07-15T08:53:00Z,61,86.68,OVC
SBA,2025-07-15T09:53:00Z,63,80.77,OVC
SBA,2025-07-15T10:53:00Z,65,78.08,OVC
SBA,2025-07-15T11:53:00Z,66,75.41,OVC
SBA,2025-07-15T12:53:00Z,67,72.85,OVC
SBA,2025-07-15T13:53:00Z,69,70.49,BKN
SBA,2025-07-15T14:29:00Z,69,68.01,SCT
SBA,2025-07-15T14:53:00Z,70,68.12,SCT
SBA,2025-07-15T15:53:00Z,70,68.12,FEW
SBA,2025-07-15T16:53:00Z,69,70.49,FEW
SBA,2025-07-15T17:53:00Z,66,78.16,SCT
SBA,2025-07-15T18:53:00Z,63,83.73,CLR
SBA,2025-07-15T19:53:00Z,61,86.68,SCT
SBA,2025-07-15T20:49:00Z,60.8,87.93,SCT
SBA,2025-07-15T20:53:00Z,60,89.81,BKN
SBA,2025-07-15T21:53:00Z,60,89.81,OVC
SBA,2025-07-15T22:53:00Z,60,89.81,OVC
SBA,2025-07-15T23:53:00Z,59,93.07,OVC
SBA,2025-07-16T00:53:00Z,59,93.07,OVC
SBA,2025-07-16T01:16:00Z,59,96.48,OVC
SBA,2025-07-16T01:33:00Z,59,96.48,OVC
SBA,2025-07-16T01:53:00Z,59,96.48,OVC
SBA,2025-07-16T02:48:00Z,59,93.74,BKN
SBA,2025-07-16T02:53:00Z,59,96.48,BKN
SBA,2025-07-16T03:02:00Z,59,96.48,OVC
SBA,2025-07-16T03:12:00Z,59,96.48,OVC
SBA,2025-07-16T03:27:00Z,59,96.48,OVC
SBA,2025-07-16T03:34:00Z,59,100,FEW
SBA,2025-07-16T03:53:00Z,59,96.48,BKN
SBA,2025-07-16T04:12:00Z,59,96.48,SCT
SBA,2025-07-16T04:50:00Z,60.8,93.79,BKN
SBA,2025-07-16T04:53:00Z,60,96.5,BKN
SBA,2025-07-16T05:39:00Z,60,96.5,FEW
SBA,2025-07-16T05:53:00Z,60,96.5,OVC
SBA,2025-07-16T05:57:00Z,60,96.5,OVC
SBA,2025-07-16T06:53:00Z,61,93.13,OVC
SBA,2025-07-16T07:53:00Z,61,96.51,BKN
SBA,2025-07-16T08:53:00Z,62,89.89,BKN
SBA,2025-07-16T09:53:00Z,66,75.41,BKN
SBA,2025-07-16T10:53:00Z,67,70.27,OVC
SBA,2025-07-16T11:53:00Z,68,70.38,OVC
SBA,2025-07-16T12:53:00Z,70,65.72,OVC
SBA,2025-07-16T13:04:00Z,70,65.72,SCT
SBA,2025-07-16T13:53:00Z,69,68.01,SCT
SBA,2025-07-16T14:53:00Z,71,63.53,CLR
SBA,2025-07-16T15:53:00Z,71,63.53,CLR
SBA,2025-07-16T16:53:00Z,69,70.49,CLR
SBA,2025-07-16T17:53:00Z,67,72.85,CLR
SBA,2025-07-16T18:53:00Z,66,72.74,CLR
SBA,2025-07-16T19:53:00Z,64,75.22,CLR
SBA,2025-07-16T20:53:00Z,62,83.67,CLR
SBA,2025-07-16T21:53:00Z,60,86.62,CLR
SBA,2025-07-16T22:53:00Z,61,86.68,CLR
SBA,2025-07-16T23:53:00Z,57,89.68,CLR
