station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SBA,2025-06-20 13:53,-119.8436,34.4261,3.00,68.00,56.00,65.48,150.00,9.00,0.00,29.86,1011.00,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 202053Z 15009KT 9SM CLR 20/13 A2986 RMK AO2 SLP110 T02000133 58006,null
SBA,2025-06-20 14:53,-119.8436,34.4261,3.00,69.00,55.00,61.02,150.00,8.00,0.00,29.83,1010.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.00,KSBA 202153Z 15008KT 10SM CLR 21/13 A2983 RMK AO2 SLP102 T02060128,null
SBA,2025-06-20 15:53,-119.8436,34.4261,3.00,69.00,58.00,68.01,160.00,8.00,0.00,29.81,1009.40,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.00,KSBA 202253Z 16008KT 9SM CLR 21/14 A2981 RMK AO2 SLP094 T02060144,null
SBA,2025-06-20 16:53,-119.8436,34.4261,3.00,68.00,58.00,70.38,140.00,9.00,0.00,29.80,1008.90,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 202353Z 14009KT 9SM CLR 20/14 A2980 RMK AO2 SLP089 T02000144 10211 20183 56020,null
SBA,2025-06-20 17:53,-119.8436,34.4261,3.00,66.00,54.00,65.24,140.00,10.00,0.00,29.79,1008.80,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 210053Z 14010KT 9SM CLR 19/12 A2979 RMK AO2 SLP088 T01890122,null
SBA,2025-06-20 18:53,-119.8436,34.4261,3.00,66.00,56.00,70.16,140.00,11.00,0.00,29.79,1008.60,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 210153Z 14011KT 9SM CLR 19/13 A2979 RMK AO2 SLP086 T01890133,null
SBA,2025-06-20 19:53,-119.8436,34.4261,3.00,64.00,55.00,72.54,170.00,6.00,0.00,29.80,1008.90,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KSBA 210253Z 17006KT 9SM CLR 18/13 A2980 RMK AO2 SLP089 T01780128 55000,null
SBA,2025-06-20 20:53,-119.8436,34.4261,3.00,62.00,56.00,80.70,190.00,4.00,0.00,29.80,1009.10,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 210353Z 19004KT 9SM CLR 17/13 A2980 RMK AO2 SLP091 T01670133,null
SBA,2025-06-20 21:53,-119.8436,34.4261,3.00,60.00,49.00,66.96,200.00,4.00,0.00,29.81,1009.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 210453Z 20004KT 10SM CLR 16/09 A2981 RMK AO2 SLP095 T01560094,null
SBA,2025-06-20 22:53,-119.8436,34.4261,3.00,59.00,51.00,74.75,0.00,0.00,0.00,29.82,1009.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 210553Z AUTO 00000KT 10SM CLR 15/11 A2982 RMK AO2 SLP097 T01500106 10200 20150 52008,null
SBA,2025-06-20 23:53,-119.8436,34.4261,3.00,60.00,51.00,72.13,0.00,0.00,0.00,29.81,1009.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 210653Z AUTO 00000KT 10SM CLR 16/11 A2981 RMK AO2 SLP096 T01560106,null
SBA,2025-06-21 00:53,-119.8436,34.4261,3.00,57.00,50.00,77.39,320.00,3.00,0.00,29.81,1009.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 210753Z AUTO 32003KT 10SM CLR 14/10 A2981 RMK AO2 SLP093 T01390100 402110106,null
SBA,2025-06-21 01:53,-119.8436,34.4261,3.00,54.00,50.00,86.29,0.00,0.00,0.00,29.81,1009.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54.00,KSBA 210853Z AUTO 00000KT 10SM CLR 12/10 A2981 RMK AO2 SLP093 T01220100 56004,null
SBA,2025-06-21 02:53,-119.8436,34.4261,3.00,54.00,49.00,83.13,0.00,0.00,0.00,29.82,1009.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54.00,KSBA 210953Z AUTO 00000KT 10SM CLR 12/09 A2982 RMK AO2 SLP096 T01220094,null
SBA,2025-06-21 03:53,-119.8436,34.4261,3.00,52.00,47.00,82.99,0.00,0.00,0.00,29.83,1010.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52.00,KSBA 211053Z AUTO 00000KT 10SM CLR 11/08 A2983 RMK AO2 SLP100 T01110083,null
SBA,2025-06-21 04:53,-119.8436,34.4261,3.00,52.00,48.00,86.18,0.00,0.00,0.00,29.84,1010.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52.00,KSBA 211153Z AUTO 00000KT 10SM CLR 11/09 A2984 RMK AO2 SLP104 T01110089 10156 20111 53011,null
SBA,2025-06-21 05:53,-119.8436,34.4261,3.00,54.00,49.00,83.13,0.00,0.00,0.00,29.86,1011.00,9.00,null,FEW,null,null,null,2000.00,null,null,null,null,null,null,null,null,null,null,54.00,KSBA 211253Z 00000KT 9SM FEW020 12/09 A2986 RMK AO2 SLP110 T01220094,null
SBA,2025-06-21 06:53,-119.8436,34.4261,3.00,53.00,49.00,86.23,0.00,0.00,0.00,29.87,1011.50,10.00,null,BKN,null,null,null,2500.00,null,null,null,null,null,null,null,null,null,null,53.00,KSBA 211353Z 00000KT 10SM BKN025 12/09 A2987 RMK AO2 SLP115 T01170094,null
SBA,2025-06-21 07:53,-119.8436,34.4261,3.00,62.00,52.00,69.72,0.00,0.00,0.00,29.88,1011.80,10.00,null,SCT,null,null,null,2900.00,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 211453Z 00000KT 10SM SCT029 17/11 A2988 RMK AO2 SLP118 T01670111 51014,null
SBA,2025-06-21 08:53,-119.8436,34.4261,3.00,66.00,54.00,65.24,140.00,4.00,0.00,29.88,1011.90,9.00,null,SCT,null,null,null,2900.00,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 211553Z 14004KT 9SM SCT029 19/12 A2988 RMK AO2 SLP119 T01890122,null
SBA,2025-06-21 09:53,-119.8436,34.4261,3.00,66.00,55.00,67.66,230.00,6.00,0.00,29.89,1012.00,9.00,null,FEW,null,null,null,2900.00,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 211653Z 23006KT 9SM FEW029 19/13 A2989 RMK AO2 SLP120 T01890128,null
SBA,2025-06-21 10:53,-119.8436,34.4261,3.00,69.00,55.00,61.02,220.00,8.00,0.00,29.89,1012.00,9.00,null,FEW,null,null,null,2900.00,null,null,null,null,null,null,null,null,null,null,69.00,KSBA 211753Z 22008KT 9SM FEW029 21/13 A2989 RMK AO2 SLP120 T02060128 10206 20111 51003,null
SBA,2025-06-21 11:53,-119.8436,34.4261,3.00,70.00,52.00,52.83,230.00,7.00,0.00,29.88,1011.80,10.00,null,FEW,null,null,null,2900.00,null,null,null,null,null,null,null,null,null,null,70.00,KSBA 211853Z 23007KT 200V260 10SM FEW029 21/11 A2988 RMK AO2 SLP118 T02110111,null
SBA,2025-06-21 12:53,-119.8436,34.4261,3.00,71.00,51.00,49.22,220.00,7.00,0.00,29.87,1011.50,10.00,null,FEW,null,null,null,2900.00,null,null,null,null,null,null,null,null,null,null,71.00,KSBA 211953Z 22007KT 10SM FEW029 22/11 A2987 RMK AO2 SLP115 T02170106 $,null
SBA,2025-06-21 13:53,-119.8436,34.4261,3.00,72.00,48.00,42.54,null,4.00,0.00,29.85,1010.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72.00,KSBA 212053Z VRB04KT 10SM CLR 22/09 A2985 RMK AO2 SLP107 T02220089 58013 $,null
SBA,2025-06-21 14:53,-119.8436,34.4261,3.00,71.00,54.00,54.96,140.00,8.00,0.00,29.83,1010.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.00,KSBA 212153Z 14008KT 10SM CLR 22/12 A2983 RMK AO2 SLP101 T02170122 $,null
SBA,2025-06-21 15:53,-119.8436,34.4261,3.00,68.00,55.00,63.15,150.00,11.00,0.00,29.81,1009.60,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 212253Z 15011KT 9SM CLR 20/13 A2981 RMK AO2 SLP096 T02000128 $,null
SBA,2025-06-21 16:53,-119.8436,34.4261,3.00,68.00,53.00,58.70,140.00,12.00,0.00,29.80,1009.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 212353Z 14012KT 10SM CLR 20/12 A2980 RMK AO2 SLP090 T02000117 10228 20200 56017 $,null
SBA,2025-06-21 17:53,-119.8436,34.4261,3.00,68.00,53.00,58.70,150.00,9.00,0.00,29.79,1008.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 220053Z 15009KT 10SM CLR 20/12 A2979 RMK AO2 SLP089 T02000117 $,null
SBA,2025-06-21 18:53,-119.8436,34.4261,3.00,66.00,55.00,67.66,140.00,7.00,0.00,29.80,1009.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 220153Z 14007KT 10SM CLR 19/13 A2980 RMK AO2 SLP092 T01890128 $,null
SBA,2025-06-21 19:53,-119.8436,34.4261,3.00,65.00,56.00,72.64,150.00,8.00,0.00,29.81,1009.30,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 220253Z 15008KT 9SM CLR 18/13 A2981 RMK AO2 SLP093 T01830133 53003 $,null
SBA,2025-06-21 20:53,-119.8436,34.4261,3.00,66.00,46.00,48.45,30.00,11.00,0.00,29.82,1009.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 220353Z 03011KT 10SM CLR 19/08 A2982 RMK AO2 SLP097 T01890078 $,null
SBA,2025-06-21 21:53,-119.8436,34.4261,3.00,65.00,42.00,43.05,null,5.00,0.00,29.85,1010.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 220453Z VRB05KT 10SM CLR 18/06 A2985 RMK AO2 SLP107 T01830056 $,null
SBA,2025-06-21 22:53,-119.8436,34.4261,3.00,63.00,41.00,44.42,280.00,3.00,0.00,29.86,1011.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KSBA 220553Z AUTO 28003KT 10SM CLR 17/05 A2986 RMK AO2 SLP112 T01720050 10211 20167 53019 $,null
SBA,2025-06-21 23:53,-119.8436,34.4261,3.00,67.00,37.00,33.05,270.00,5.00,0.00,29.85,1010.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 220653Z AUTO 27005KT 10SM CLR 19/03 A2985 RMK AO2 SLP109 T01940028 $,null
SBA,2025-06-22 00:53,-119.8436,34.4261,3.00,70.00,33.00,25.43,360.00,10.00,0.00,29.84,1010.30,10.00,16.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KSBA 220753Z AUTO 36010G16KT 10SM CLR 21/01 A2984 RMK AO2 SLP103 T02110006 402280111 $,null
SBA,2025-06-22 01:53,-119.8436,34.4261,3.00,67.00,33.00,28.19,340.00,5.00,0.00,29.83,1010.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 220853Z AUTO 34005KT 10SM CLR 19/01 A2983 RMK AO2 SLP100 T01940006 58012 $,null
SBA,2025-06-22 02:53,-119.8436,34.4261,3.00,65.00,32.00,29.02,340.00,9.00,0.00,29.82,1009.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 220953Z AUTO 34009KT 10SM CLR 18/00 A2982 RMK AO2 SLP097 T01830000 $,null
SBA,2025-06-22 03:53,-119.8436,34.4261,3.00,63.00,33.00,32.40,null,null,0.00,29.83,1010.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KSBA 221053Z AUTO 10SM CLR 17/01 A2983 RMK AO2 SLP101 T01720006 $,null
SBA,2025-06-22 04:53,-119.8436,34.4261,3.00,60.00,54.00,80.54,70.00,3.00,0.00,29.86,1011.00,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 221153Z AUTO 07003KT 9SM CLR 16/12 A2986 RMK AO2 SLP110 T01560122 10217 20156 53010 $,null
SBA,2025-06-22 05:53,-119.8436,34.4261,3.00,59.00,54.00,83.47,60.00,6.00,0.00,29.88,1011.80,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 221253Z 06006KT 7SM CLR 15/12 A2988 RMK AO2 SLP118 T01500122 $,null
SBA,2025-06-22 06:53,-119.8436,34.4261,3.00,61.00,51.00,69.61,70.00,5.00,0.00,29.91,1012.70,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61.00,KSBA 221353Z 07005KT 9SM CLR 16/11 A2991 RMK AO2 SLP127 T01610106 $,null
SBA,2025-06-22 07:53,-119.8436,34.4261,3.00,64.00,50.00,60.35,120.00,4.00,0.00,29.92,1013.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KSBA 221453Z 12004KT 10SM CLR 18/10 A2992 RMK AO2 SLP133 T01780100 51023 $,null
SBA,2025-06-22 08:53,-119.8436,34.4261,3.00,65.00,51.00,60.49,160.00,4.00,0.00,29.94,1013.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 221553Z 16004KT 10SM CLR 18/11 A2994 RMK AO2 SLP137 T01830106 $,null
SBA,2025-06-22 09:53,-119.8436,34.4261,3.00,67.00,53.00,60.75,200.00,6.00,0.00,29.93,1013.40,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 221653Z 20006KT 9SM CLR 19/12 A2993 RMK AO2 SLP134 T01940117 $,null
SBA,2025-06-22 10:53,-119.8436,34.4261,3.00,68.00,55.00,63.15,210.00,5.00,0.00,29.94,1013.80,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 221753Z 21005KT 9SM CLR 20/13 A2994 RMK AO2 SLP138 T02000128 10200 20144 51005 $,null
SBA,2025-06-22 11:53,-119.8436,34.4261,3.00,70.00,54.00,56.86,220.00,6.00,0.00,29.94,1013.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KSBA 221853Z 22006KT 10SM CLR 21/12 A2994 RMK AO2 SLP138 T02110122 $,null
SBA,2025-06-22 12:53,-119.8436,34.4261,3.00,70.00,54.00,56.86,180.00,7.00,0.00,29.93,1013.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KSBA 221953Z 18007KT 10SM CLR 21/12 A2993 RMK AO2 SLP134 T02110122 $,null
SBA,2025-06-22 13:53,-119.8436,34.4261,3.00,71.00,57.00,61.28,150.00,8.00,0.00,29.92,1013.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.00,KSBA 222053Z 15008KT 10SM CLR 22/14 A2992 RMK AO2 SLP131 T02170139 58007 $,null
SBA,2025-06-22 14:53,-119.8436,34.4261,3.00,71.00,54.00,54.96,170.00,7.00,0.00,29.91,1012.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.00,KSBA 222153Z 17007KT 10SM CLR 22/12 A2991 RMK AO2 SLP127 T02170122 $,null
SBA,2025-06-22 15:53,-119.8436,34.4261,3.00,72.00,49.00,44.17,null,5.00,0.00,29.88,1011.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72.00,KSBA 222253Z VRB05KT 10SM CLR 22/09 A2988 RMK AO2 SLP119 T02220094 $,null
SBA,2025-06-22 16:53,-119.8436,34.4261,3.00,70.00,54.00,56.86,140.00,7.00,0.00,29.87,1011.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KSBA 222353Z 14007KT 10SM CLR 21/12 A2987 RMK AO2 SLP115 T02110122 10228 20200 57016 $,null
SBA,2025-06-22 17:53,-119.8436,34.4261,3.00,68.00,56.00,65.48,130.00,6.00,0.00,29.85,1010.90,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 230053Z 13006KT 8SM CLR 20/13 A2985 RMK AO2 SLP109 T02000133 $,null
SBA,2025-06-22 18:53,-119.8436,34.4261,3.00,67.00,54.00,63.02,150.00,8.00,0.00,29.84,1010.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 230153Z 15008KT 10SM CLR 19/12 A2984 RMK AO2 SLP105 T01940122 $,null
SBA,2025-06-22 19:53,-119.8436,34.4261,3.00,65.00,56.00,72.64,110.00,4.00,0.00,29.84,1010.50,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 230253Z 11004KT 9SM CLR 18/13 A2984 RMK AO2 SLP105 T01830133 56010 $,null
SBA,2025-06-22 20:53,-119.8436,34.4261,3.00,65.00,57.00,75.32,140.00,6.00,0.00,29.83,1010.20,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 230353Z 14006KT 9SM CLR 18/14 A2983 RMK AO2 SLP102 T01830139 $,null
SBA,2025-06-22 21:53,-119.8436,34.4261,3.00,63.00,55.00,75.13,170.00,6.00,0.00,29.84,1010.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KSBA 230453Z 17006KT 10SM CLR 17/13 A2984 RMK AO2 SLP105 T01720128 $,null
SBA,2025-06-22 22:53,-119.8436,34.4261,3.00,64.00,50.00,60.35,80.00,6.00,0.00,29.85,1010.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KSBA 230553Z 08006KT 10SM CLR 18/10 A2985 RMK AO2 SLP106 T01780100 10211 20172 53001 $,null
SBA,2025-06-22 23:53,-119.8436,34.4261,3.00,63.00,55.00,75.13,90.00,6.00,0.00,29.85,1010.70,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KSBA 230653Z AUTO 09006KT 9SM CLR 17/13 A2985 RMK AO2 SLP107 T01720128 $,null
SBA,2025-06-23 00:53,-119.8436,34.4261,3.00,63.00,54.00,72.44,80.00,11.00,0.00,29.86,1011.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KSBA 230753Z AUTO 08011KT 10SM CLR 17/12 A2986 RMK AO2 SLP111 T01720122 402280144 $,null
SBA,2025-06-23 01:53,-119.8436,34.4261,3.00,62.00,54.00,75.03,90.00,8.00,0.00,29.86,1011.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 230853Z AUTO 09008KT 10SM CLR 17/12 A2986 RMK AO2 SLP111 T01670122 51004 $,null
SBA,2025-06-23 02:53,-119.8436,34.4261,3.00,60.00,55.00,83.54,90.00,8.00,0.00,29.87,1011.30,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 230953Z AUTO 09008KT 8SM CLR 16/13 A2987 RMK AO2 SLP113 T01560128 $,null
SBA,2025-06-23 03:53,-119.8436,34.4261,3.00,59.00,54.00,83.47,120.00,6.00,0.00,29.88,1011.70,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 231053Z AUTO 12006KT 8SM CLR 15/12 A2988 RMK AO2 SLP117 T01500122 $,null
SBA,2025-06-23 04:53,-119.8436,34.4261,3.00,57.00,53.00,86.46,0.00,0.00,0.00,29.90,1012.40,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 231153Z AUTO 00000KT 8SM CLR 14/12 A2990 RMK AO2 SLP124 T01390117 10178 20139 53013 $,null
SBA,2025-06-23 05:53,-119.8436,34.4261,3.00,55.00,51.00,86.35,30.00,3.00,0.00,29.91,1012.70,6.00,null,CLR,null,null,null,null,null,null,null,BR,null,null,null,null,null,null,55.00,KSBA 231253Z 03003KT 6SM BR CLR 13/11 A2991 RMK AO2 SLP127 T01280106 $,null
SBA,2025-06-23 06:53,-119.8436,34.4261,3.00,57.00,53.00,86.46,0.00,0.00,0.00,29.92,1013.00,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 231353Z 00000KT 7SM CLR 14/12 A2992 RMK AO2 SLP130 T01390117 $,null
SBA,2025-06-23 07:53,-119.8436,34.4261,3.00,62.00,54.00,75.03,0.00,0.00,0.00,29.93,1013.60,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 231453Z 00000KT 8SM CLR 17/12 A2993 RMK AO2 SLP136 T01670122 53012 $,null
SBA,2025-06-23 08:53,-119.8436,34.4261,3.00,65.00,56.00,72.64,0.00,0.00,0.00,29.94,1013.80,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 231553Z 00000KT 7SM CLR 18/13 A2994 RMK AO2 SLP138 T01830133 $,null
SBA,2025-06-23 09:53,-119.8436,34.4261,3.00,67.00,56.00,67.78,200.00,6.00,0.00,29.94,1013.80,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 231653Z 20006KT 8SM CLR 19/13 A2994 RMK AO2 SLP138 T01940133 $,null
SBA,2025-06-23 10:53,-119.8436,34.4261,3.00,67.00,56.00,67.78,null,3.00,0.00,29.95,1014.10,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 231753Z VRB03KT 9SM CLR 19/13 A2995 RMK AO2 SLP141 T01940133 10206 20128 53005 $,null
SBA,2025-06-23 11:53,-119.8436,34.4261,3.00,68.00,56.00,65.48,null,null,0.00,29.96,1014.40,9.00,null,SCT,null,null,null,2500.00,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 231853Z 9SM SCT025 20/13 A2996 RMK AO2 SLP144 T02000133 $,null
SBA,2025-06-23 12:53,-119.8436,34.4261,3.00,68.00,56.00,65.48,220.00,8.00,0.00,29.96,1014.40,9.00,null,SCT,null,null,null,3500.00,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 231953Z 22008KT 9SM SCT035 20/13 A2996 RMK AO2 SLP144 T02000133 $,null
SBA,2025-06-23 13:53,-119.8436,34.4261,3.00,68.00,56.00,65.48,260.00,10.00,0.00,29.95,1014.20,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 232053Z 26010KT 9SM CLR 20/13 A2995 RMK AO2 SLP142 T02000133 50001 $,null
SBA,2025-06-23 14:53,-119.8436,34.4261,3.00,67.00,55.00,65.36,260.00,12.00,0.00,29.95,1014.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 232153Z 26012KT 10SM CLR 19/13 A2995 RMK AO2 SLP142 T01940128 $,null
SBA,2025-06-23 15:53,-119.8436,34.4261,3.00,66.00,54.00,65.24,260.00,14.00,0.00,29.93,1013.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 232253Z 26014KT 10SM CLR 19/12 A2993 RMK AO2 SLP136 T01890122 $,null
SBA,2025-06-23 16:53,-119.8436,34.4261,3.00,65.00,55.00,70.05,260.00,13.00,0.00,29.93,1013.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 232353Z 26013KT 10SM CLR 18/13 A2993 RMK AO2 SLP133 T01830128 10211 20183 58008 $,null
SBA,2025-06-23 17:53,-119.8436,34.4261,3.00,62.00,55.00,77.82,260.00,12.00,0.00,29.91,1012.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 240053Z 26012KT 10SM CLR 17/13 A2991 RMK AO2 SLP128 T01670128 $,null
SBA,2025-06-23 18:53,-119.8436,34.4261,3.00,61.00,55.00,80.62,250.00,8.00,0.00,29.91,1012.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61.00,KSBA 240153Z 25008KT 10SM CLR 16/13 A2991 RMK AO2 SLP129 T01610128 $,null
SBA,2025-06-23 19:53,-119.8436,34.4261,3.00,59.00,55.00,86.57,260.00,7.00,0.00,29.92,1013.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 240253Z 26007KT 10SM CLR 15/13 A2992 RMK AO2 SLP130 T01500128 55004 $,null
SBA,2025-06-23 20:53,-119.8436,34.4261,3.00,58.00,55.00,89.73,240.00,4.00,0.00,29.92,1013.10,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,58.00,KSBA 240353Z 24004KT 9SM CLR 14/13 A2992 RMK AO2 SLP131 T01440128 $,null
SBA,2025-06-23 21:53,-119.8436,34.4261,3.00,57.00,54.00,89.68,170.00,3.00,0.00,29.92,1013.20,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 240453Z 17003KT 9SM CLR 14/12 A2992 RMK AO2 SLP132 T01390122 $,null
SBA,2025-06-23 22:28,-119.8436,34.4261,3.00,58.00,55.00,89.73,0.00,0.00,0.00,29.93,null,9.00,null,BKN,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,58.00,KSBA 240528Z 00000KT 9SM BKN007 14/13 A2993 RMK AO2 T01440128 $,null
SBA,2025-06-23 22:53,-119.8436,34.4261,3.00,58.00,55.00,89.73,130.00,3.00,0.00,29.93,1013.50,9.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,58.00,KSBA 240553Z AUTO 13003KT 9SM OVC007 14/13 A2993 RMK AO2 SLP135 T01440128 10178 20139 53005 $,null
SBA,2025-06-23 23:53,-119.8436,34.4261,3.00,58.00,55.00,89.73,140.00,7.00,0.00,29.93,1013.60,9.00,null,OVC,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,58.00,KSBA 240653Z AUTO 14007KT 9SM OVC006 14/13 A2993 RMK AO2 SLP136 T01440128 $,null
SBA,2025-06-24 00:53,-119.8436,34.4261,3.00,58.00,55.00,89.73,120.00,5.00,0.00,29.93,1013.60,9.00,null,OVC,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,58.00,KSBA 240753Z AUTO 12005KT 9SM OVC006 14/13 A2993 RMK AO2 SLP136 T01440128 402110128 $,null
SBA,2025-06-24 01:53,-119.8436,34.4261,3.00,57.00,55.00,93.01,110.00,6.00,0.00,29.93,1013.60,8.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 240853Z AUTO 11006KT 8SM OVC005 14/13 A2993 RMK AO2 SLP136 T01390128 50001 $,null
