station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SBA,2025-06-10 00:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,80.00,8.00,0.00,29.92,1013.20,8.00,null,OVC,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 100753Z AUTO 08008KT 8SM OVC006 15/14 A2992 RMK AO2 SLP132 T01500139 401940150 $,null
SBA,2025-06-10 01:11,-119.8436,34.4261,3.00,59.00,57.00,93.07,80.00,7.00,0.00,29.92,null,8.00,null,SCT,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 100811Z AUTO 08007KT 8SM SCT005 15/14 A2992 RMK AO2 T01500139 $,null
SBA,2025-06-10 01:53,-119.8436,34.4261,3.00,58.00,56.00,93.04,0.00,0.00,0.00,29.92,1013.00,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,58.00,KSBA 100853Z AUTO 00000KT 8SM CLR 14/13 A2992 RMK AO2 SLP130 T01440133 50001 $,null
SBA,2025-06-10 02:08,-119.8436,34.4261,3.00,57.00,55.00,93.01,300.00,3.00,0.00,29.92,null,7.00,null,SCT,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 100908Z AUTO 30003KT 7SM SCT009 14/13 A2992 RMK AO2 T01390128 $,null
SBA,2025-06-10 02:16,-119.8436,34.4261,3.00,57.00,55.00,93.01,0.00,0.00,0.00,29.91,null,8.00,null,BKN,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 100916Z AUTO 00000KT 8SM BKN009 14/13 A2991 RMK AO2 T01390128 $,null
SBA,2025-06-10 02:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,0.00,0.00,0.00,29.91,1012.90,9.00,null,OVC,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 100953Z AUTO 00000KT 9SM OVC006 15/14 A2991 RMK AO2 SLP129 T01500139 $,null
SBA,2025-06-10 03:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,0.00,0.00,0.00,29.92,1013.10,9.00,null,OVC,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 101053Z AUTO 00000KT 9SM OVC006 15/14 A2992 RMK AO2 SLP131 T01500139 $,null
SBA,2025-06-10 04:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,0.00,0.00,0.00,29.91,1013.00,8.00,null,OVC,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 101153Z AUTO 00000KT 8SM OVC006 15/14 A2991 RMK AO2 SLP130 T01500139 10156 20139 56001 $,null
SBA,2025-06-10 05:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,0.00,0.00,0.00,29.93,1013.40,7.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 101253Z AUTO 00000KT 7SM OVC005 15/14 A2993 RMK AO2 SLP134 T01500139 $,null
SBA,2025-06-10 06:53,-119.8436,34.4261,3.00,58.00,56.00,93.04,10.00,5.00,0.00,29.95,1014.10,4.00,null,OVC,null,null,null,200.00,null,null,null,BR,null,null,null,null,null,null,58.00,KSBA 101353Z 01005KT 4SM BR OVC002 14/13 A2995 RMK AO2 SLP141 T01440133 $,null
SBA,2025-06-10 07:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,80.00,4.00,0.00,29.96,1014.60,4.00,null,OVC,null,null,null,200.00,null,null,null,BR,null,null,null,null,null,null,59.00,KSBA 101453Z 08004KT 4SM BR OVC002 15/14 A2996 RMK AO2 SLP146 T01500139 53017 $,null
SBA,2025-06-10 08:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,0.00,0.00,0.00,29.97,1014.90,4.00,null,OVC,null,null,null,400.00,null,null,null,BR,null,null,null,null,null,null,59.00,KSBA 101553Z 00000KT 4SM BR OVC004 15/14 A2997 RMK AO2 SLP149 T01500139 $,null
SBA,2025-06-10 09:53,-119.8436,34.4261,3.00,61.00,57.00,86.68,120.00,4.00,0.00,29.97,1014.80,6.00,null,OVC,null,null,null,700.00,null,null,null,BR,null,null,null,null,null,null,61.00,KSBA 101653Z 12004KT 6SM BR OVC007 16/14 A2997 RMK AO2 SLP148 T01610139 $,null
SBA,2025-06-10 10:53,-119.8436,34.4261,3.00,62.00,57.00,83.67,160.00,5.00,0.00,29.98,1015.20,10.00,null,OVC,null,null,null,800.00,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 101753Z 16005KT 10SM OVC008 17/14 A2998 RMK AO2 SLP152 T01670139 10167 20144 53006 $,null
SBA,2025-06-10 11:53,-119.8436,34.4261,3.00,64.00,57.00,77.99,190.00,5.00,0.00,29.98,1015.20,10.00,null,OVC,null,null,null,1100.00,null,null,null,null,null,null,null,null,null,null,64.00,KSBA 101853Z 19005KT 10SM OVC011 18/14 A2998 RMK AO2 SLP152 T01780139 $,null
SBA,2025-06-10 12:53,-119.8436,34.4261,3.00,66.00,58.00,75.41,230.00,7.00,0.00,29.97,1014.70,10.00,null,OVC,null,null,null,1000.00,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 101953Z 23007KT 10SM OVC010 19/14 A2997 RMK AO2 SLP147 T01890144 $,null
SBA,2025-06-10 13:53,-119.8436,34.4261,3.00,67.00,58.00,72.85,260.00,10.00,0.00,29.94,1014.00,10.00,null,FEW,null,null,null,1100.00,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 102053Z 26010KT 10SM FEW011 19/14 A2994 RMK AO2 SLP140 T01940144 58012 $,null
SBA,2025-06-10 14:53,-119.8436,34.4261,3.00,67.00,58.00,72.85,250.00,12.00,0.00,29.93,1013.50,9.00,null,SCT,null,null,null,1200.00,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 102153Z 25012KT 9SM SCT012 19/14 A2993 RMK AO2 SLP135 T01940144 $,null
SBA,2025-06-10 15:53,-119.8436,34.4261,3.00,67.00,58.00,72.85,240.00,8.00,0.00,29.92,1013.00,8.00,null,SCT,null,null,null,1200.00,null,null,null,HZ,null,null,null,null,null,null,67.00,KSBA 102253Z 24008KT 8SM HZ SCT012 19/14 A2992 RMK AO2 SLP130 T01940144 $,null
SBA,2025-06-10 16:53,-119.8436,34.4261,3.00,66.00,56.00,70.16,250.00,5.00,0.00,29.90,1012.60,8.00,null,FEW,null,null,null,800.00,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 102353Z 25005KT 8SM FEW008 19/13 A2990 RMK AO2 SLP126 T01890133 10200 20161 57014 $,null
SBA,2025-06-10 17:53,-119.8436,34.4261,3.00,68.00,57.00,67.89,190.00,5.00,0.00,29.89,1012.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 110053Z 19005KT 10SM CLR 20/14 A2989 RMK AO2 SLP121 T02000139 $,null
SBA,2025-06-10 18:53,-119.8436,34.4261,3.00,64.00,58.00,80.85,140.00,7.00,0.00,29.88,1011.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KSBA 110153Z 14007KT 10SM CLR 18/14 A2988 RMK AO2 SLP118 T01780144 $,null
SBA,2025-06-10 19:53,-119.8436,34.4261,3.00,63.00,57.00,80.77,110.00,7.00,0.00,29.89,1012.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KSBA 110253Z 11007KT 10SM CLR 17/14 A2989 RMK AO2 SLP121 T01720139 55005 $,null
SBA,2025-06-10 20:53,-119.8436,34.4261,3.00,62.00,58.00,86.73,110.00,6.00,0.00,29.89,1012.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 110353Z COR 11006KT 10SM CLR 17/14 A2989 RMK AO2 SLP121 T01670144 $,null
SBA,2025-06-10 21:53,-119.8436,34.4261,3.00,62.00,58.00,86.73,110.00,6.00,0.00,29.91,1012.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 110453Z 11006KT 10SM CLR 17/14 A2991 RMK AO2 SLP128 T01670144 $,null
SBA,2025-06-10 22:53,-119.8436,34.4261,3.00,61.00,57.00,86.68,90.00,3.00,0.00,29.91,1012.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61.00,KSBA 110553Z AUTO 09003KT 10SM CLR 16/14 A2991 RMK AO2 SLP129 T01610139 10200 20161 53008 $,null
SBA,2025-06-10 23:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,60.00,5.00,0.00,29.92,1013.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 110653Z AUTO 06005KT 10SM CLR 15/14 A2992 RMK AO2 SLP131 T01500139 $,null
SBA,2025-06-11 00:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,0.00,0.00,0.00,29.92,1013.10,6.00,null,CLR,null,null,null,null,null,null,null,BR,null,null,null,null,null,null,59.00,KSBA 110753Z AUTO 00000KT 6SM BR CLR 15/14 A2992 RMK AO2 SLP131 T01500139 402000139 $,null
SBA,2025-06-11 01:53,-119.8436,34.4261,3.00,57.00,54.00,89.68,0.00,0.00,0.00,29.92,1013.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 110853Z AUTO 00000KT 10SM CLR 14/12 A2992 RMK AO2 SLP130 T01390122 50001 $,null
SBA,2025-06-11 02:00,-119.8436,34.4261,3.00,57.00,55.00,93.01,0.00,0.00,0.00,29.91,null,10.00,null,FEW,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 110900Z AUTO 00000KT 10SM FEW007 14/13 A2991 RMK AO2 T01390128 $,null
SBA,2025-06-11 02:43,-119.8436,34.4261,3.00,59.00,57.00,93.07,0.00,0.00,0.00,29.91,null,8.00,null,BKN,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 110943Z AUTO 00000KT 8SM BKN007 15/14 A2991 RMK AO2 T01500139 $,null
SBA,2025-06-11 02:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,80.00,3.00,0.00,29.91,1012.70,8.00,null,SCT,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 110953Z AUTO 08003KT 8SM SCT007 15/14 A2991 RMK AO2 SLP127 T01500139 $,null
SBA,2025-06-11 03:53,-119.8436,34.4261,3.00,57.00,55.00,93.01,0.00,0.00,0.00,29.90,1012.50,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 111053Z AUTO 00000KT 9SM CLR 14/13 A2990 RMK AO2 SLP125 T01390128 $,null
SBA,2025-06-11 04:36,-119.8436,34.4261,3.00,56.00,54.00,92.98,0.00,0.00,0.00,29.90,null,9.00,null,SCT,null,null,null,800.00,null,null,null,null,null,null,null,null,null,null,56.00,KSBA 111136Z AUTO 00000KT 9SM SCT008 13/12 A2990 RMK AO2 T01330122 $,null
SBA,2025-06-11 04:45,-119.8436,34.4261,3.00,56.00,54.00,92.98,0.00,0.00,0.00,29.91,null,8.00,null,BKN,null,null,null,800.00,null,null,null,null,null,null,null,null,null,null,56.00,KSBA 111145Z AUTO 00000KT 8SM BKN008 13/12 A2991 RMK AO2 T01330122 $,null
SBA,2025-06-11 04:53,-119.8436,34.4261,3.00,57.00,55.00,93.01,0.00,0.00,0.00,29.91,1012.70,9.00,null,BKN,null,null,null,800.00,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 111153Z AUTO 00000KT 9SM BKN008 14/13 A2991 RMK AO2 SLP127 T01390128 10161 20128 55003 $,null
SBA,2025-06-11 05:53,-119.8436,34.4261,3.00,58.00,56.00,93.04,0.00,0.00,0.00,29.90,1012.50,8.00,null,OVC,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,58.00,KSBA 111253Z AUTO 00000KT 8SM OVC006 14/13 A2990 RMK AO2 SLP125 T01440133 $,null
SBA,2025-06-11 06:53,-119.8436,34.4261,3.00,60.00,57.00,89.81,30.00,4.00,0.00,29.91,1012.80,7.00,null,OVC,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 111353Z 03004KT 7SM OVC006 16/14 A2991 RMK AO2 SLP128 T01560139 $,null
SBA,2025-06-11 07:53,-119.8436,34.4261,3.00,60.00,58.00,93.10,100.00,5.00,0.00,29.92,1013.20,5.00,null,OVC,null,null,null,600.00,null,null,null,BR,null,null,null,null,null,null,60.00,KSBA 111453Z 10005KT 5SM BR OVC006 16/14 A2992 RMK AO2 SLP132 T01560144 53005 $,null
SBA,2025-06-11 08:53,-119.8436,34.4261,3.00,61.00,58.00,89.85,130.00,6.00,0.00,29.94,1013.80,6.00,null,OVC,null,null,null,600.00,null,null,null,BR,null,null,null,null,null,null,61.00,KSBA 111553Z 13006KT 6SM BR OVC006 16/14 A2994 RMK AO2 SLP138 T01610144 $,null
SBA,2025-06-11 09:53,-119.8436,34.4261,3.00,61.00,58.00,89.85,130.00,6.00,0.00,29.94,1013.80,8.00,null,OVC,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,61.00,KSBA 111653Z 13006KT 8SM OVC006 16/14 A2994 RMK AO2 SLP138 T01610144 $,null
SBA,2025-06-11 10:53,-119.8436,34.4261,3.00,65.00,58.00,78.08,130.00,9.00,0.00,29.94,1013.70,8.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 111753Z 13009KT 8SM OVC009 18/14 A2994 RMK AO2 SLP137 6//// T01830144 10183 20139 50005 $,null
SBA,2025-06-11 11:53,-119.8436,34.4261,3.00,66.00,57.00,72.74,150.00,9.00,0.00,29.94,1013.70,10.00,null,FEW,BKN,null,null,900.00,1600.00,null,null,null,null,null,null,null,null,null,66.00,KSBA 111853Z 15009KT 10SM FEW009 BKN016 19/14 A2994 RMK AO2 SLP137 T01890139,null
SBA,2025-06-11 12:53,-119.8436,34.4261,3.00,65.00,58.00,78.08,160.00,7.00,0.00,29.92,1013.20,10.00,null,FEW,BKN,null,null,900.00,1600.00,null,null,null,null,null,null,null,null,null,65.00,KSBA 111953Z 16007KT 10SM FEW009 BKN016 18/14 A2992 RMK AO2 SLP132 FG BANK ALONG SHORE LINE E-W T01830144,null
SBA,2025-06-11 13:53,-119.8436,34.4261,3.00,66.00,58.00,75.41,150.00,8.00,0.00,29.92,1013.00,6.00,null,SCT,SCT,null,null,900.00,1600.00,null,null,HZ,null,null,null,null,null,null,66.00,KSBA 112053Z COR 15008KT 6SM HZ SCT009 SCT016 19/14 A2992 RMK AO2 SLP130 T01890144 58007,null
SBA,2025-06-11 14:53,-119.8436,34.4261,3.00,65.00,58.00,78.08,190.00,8.00,0.00,29.90,1012.60,6.00,null,SCT,SCT,null,null,900.00,1600.00,null,null,HZ,null,null,null,null,null,null,65.00,KSBA 112153Z 19008KT 6SM HZ SCT009 SCT016 18/14 A2990 RMK AO2 SLP126 FG BNK ALNG SHR E-W T01830144,null
SBA,2025-06-11 15:53,-119.8436,34.4261,3.00,66.00,58.00,75.41,160.00,7.00,0.00,29.88,1011.90,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,66.00,KSBA 112253Z 16007KT 6SM HZ CLR 19/14 A2988 RMK AO2 SLP119 FG BNK ALNG SHRLN E-W T01890144,null
SBA,2025-06-11 16:53,-119.8436,34.4261,3.00,66.00,57.00,72.74,150.00,7.00,0.00,29.87,1011.30,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,66.00,KSBA 112353Z 15007KT 6SM HZ CLR 19/14 A2987 RMK AO2 SLP113 T01890139 10194 20178 58017 $,null
SBA,2025-06-11 17:53,-119.8436,34.4261,3.00,65.00,57.00,75.32,150.00,7.00,0.00,29.85,1010.60,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 120053Z 15007KT 9SM CLR 18/14 A2985 RMK AO2 SLP106 T01830139 $,null
SBA,2025-06-11 18:53,-119.8436,34.4261,3.00,64.00,58.00,80.85,140.00,7.00,0.00,29.84,1010.60,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KSBA 120153Z 14007KT 7SM CLR 18/14 A2984 RMK AO2 SLP106 T01780144 $,null
SBA,2025-06-11 19:53,-119.8436,34.4261,3.00,62.00,58.00,86.73,150.00,10.00,0.00,29.84,1010.40,6.00,null,CLR,null,null,null,null,null,null,null,BR,null,null,null,null,null,null,62.00,KSBA 120253Z 15010KT 6SM BR CLR 17/14 A2984 RMK AO2 SLP104 T01670144 56009 $,null
SBA,2025-06-11 20:53,-119.8436,34.4261,3.00,61.00,58.00,89.85,120.00,5.00,0.00,29.85,1010.80,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61.00,KSBA 120353Z 12005KT 7SM CLR 16/14 A2985 RMK AO2 SLP108 T01610144 $,null
SBA,2025-06-11 21:53,-119.8436,34.4261,3.00,60.00,56.00,86.62,60.00,3.00,0.00,29.86,1011.10,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 120453Z 06003KT 7SM CLR 16/13 A2986 RMK AO2 SLP111 T01560133 $,null
SBA,2025-06-11 22:53,-119.8436,34.4261,3.00,61.00,57.00,86.68,100.00,3.00,0.00,29.86,1011.10,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61.00,KSBA 120553Z 10003KT 7SM CLR 16/14 A2986 RMK AO2 SLP111 T01610139 10194 20156 51007 $,null
SBA,2025-06-11 23:53,-119.8436,34.4261,3.00,58.00,55.00,89.73,20.00,3.00,0.00,29.86,1011.00,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,58.00,KSBA 120653Z AUTO 02003KT 7SM CLR 14/13 A2986 RMK AO2 SLP110 T01440128 $,null
SBA,2025-06-12 00:53,-119.8436,34.4261,3.00,56.00,54.00,92.98,300.00,3.00,0.00,29.85,1010.90,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56.00,KSBA 120753Z AUTO 30003KT 7SM CLR 13/12 A2985 RMK AO2 SLP109 T01330122 401940128 $,null
SBA,2025-06-12 01:53,-119.8436,34.4261,3.00,54.00,53.00,96.40,300.00,5.00,0.00,29.85,1010.60,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54.00,KSBA 120853Z AUTO 30005KT 7SM CLR 12/12 A2985 RMK AO2 SLP106 T01220117 58005 $,null
SBA,2025-06-12 02:53,-119.8436,34.4261,3.00,54.00,52.00,92.92,330.00,3.00,0.00,29.84,1010.40,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54.00,KSBA 120953Z AUTO 33003KT 7SM CLR 12/11 A2984 RMK AO2 SLP104 T01220111 $,null
SBA,2025-06-12 03:53,-119.8436,34.4261,3.00,53.00,52.00,96.39,0.00,0.00,0.00,29.85,1010.60,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.00,KSBA 121053Z AUTO 00000KT 8SM CLR 12/11 A2985 RMK AO2 SLP106 T01170111 $,null
SBA,2025-06-12 04:53,-119.8436,34.4261,3.00,54.00,53.00,96.40,0.00,0.00,0.00,29.84,1010.40,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54.00,KSBA 121153Z AUTO 00000KT 7SM CLR 12/12 A2984 RMK AO2 SLP104 7//// T01220117 10161 20117 56002 $,null
SBA,2025-06-12 05:09,-119.8436,34.4261,3.00,54.00,52.00,92.92,70.00,3.00,0.00,29.84,null,8.00,null,SCT,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,54.00,KSBA 121209Z AUTO 07003KT 8SM SCT007 12/11 A2984 RMK AO2 T01220111 $,null
SBA,2025-06-12 05:20,-119.8436,34.4261,3.00,56.00,54.00,92.98,60.00,4.00,0.00,29.85,null,8.00,null,BKN,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,56.00,KSBA 121220Z AUTO 06004KT 8SM BKN007 13/12 A2985 RMK AO2 T01330122 $,null
SBA,2025-06-12 05:53,-119.8436,34.4261,3.00,59.00,56.00,89.77,80.00,5.00,0.00,29.85,1010.90,5.00,null,OVC,null,null,null,700.00,null,null,null,BR,null,null,null,null,null,null,59.00,KSBA 121253Z 08005KT 5SM BR OVC007 15/13 A2985 RMK AO2 SLP109 T01500133 $,null
SBA,2025-06-12 06:53,-119.8436,34.4261,3.00,59.00,56.00,89.77,80.00,4.00,0.00,29.86,1011.10,6.00,null,BKN,null,null,null,700.00,null,null,null,BR,null,null,null,null,null,null,59.00,KSBA 121353Z 08004KT 6SM BR BKN007 15/13 A2986 RMK AO2 SLP111 T01500133 $,null
SBA,2025-06-12 07:53,-119.8436,34.4261,3.00,61.00,57.00,86.68,110.00,7.00,0.00,29.88,1011.80,6.00,null,OVC,null,null,null,900.00,null,null,null,BR,null,null,null,null,null,null,61.00,KSBA 121453Z 11007KT 6SM BR OVC009 16/14 A2988 RMK AO2 SLP118 T01610139 53013 $,null
SBA,2025-06-12 08:53,-119.8436,34.4261,3.00,62.00,56.00,80.70,120.00,8.00,0.00,29.89,1012.10,6.00,null,OVC,null,null,null,900.00,null,null,null,BR,null,null,null,null,null,null,62.00,KSBA 121553Z 12008KT 6SM BR OVC009 17/13 A2989 RMK AO2 SLP121 T01670133 $,null
SBA,2025-06-12 09:53,-119.8436,34.4261,3.00,64.00,56.00,75.22,130.00,8.00,0.00,29.88,1011.80,6.00,null,BKN,null,null,null,900.00,null,null,null,BR,null,null,null,null,null,null,64.00,KSBA 121653Z 13008KT 6SM BR BKN009 18/13 A2988 RMK AO2 SLP118 T01780133 $,null
SBA,2025-06-12 10:53,-119.8436,34.4261,3.00,64.00,57.00,77.99,160.00,8.00,0.00,29.89,1012.10,6.00,null,BKN,null,null,null,900.00,null,null,null,BR,null,null,null,null,null,null,64.00,KSBA 121753Z 16008KT 6SM BR BKN009 18/14 A2989 RMK AO2 SLP121 T01780139 10183 20117 51003 $,null
SBA,2025-06-12 11:53,-119.8436,34.4261,3.00,65.00,57.00,75.32,150.00,8.00,0.00,29.89,1012.20,9.00,null,BKN,null,null,null,900.00,null,null,null,BR,null,null,null,null,null,null,65.00,KSBA 121853Z 15008KT 9SM BR BKN009 18/14 A2989 RMK AO2 SLP122 T01830139 $,null
SBA,2025-06-12 12:53,-119.8436,34.4261,3.00,67.00,57.00,70.27,140.00,8.00,0.00,29.88,1011.80,9.00,null,SCT,null,null,null,1700.00,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 121953Z 14008KT 9SM SCT017 19/14 A2988 RMK AO2 SLP118 T01940139 $,null
SBA,2025-06-12 13:53,-119.8436,34.4261,3.00,67.00,57.00,70.27,160.00,9.00,0.00,29.86,1011.20,10.00,null,SCT,null,null,null,1200.00,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 122053Z 16009KT 10SM SCT012 19/14 A2986 RMK AO2 SLP112 FOG BANK ALONG SHORE E-W T01940139 58008 $,null
SBA,2025-06-12 14:53,-119.8436,34.4261,3.00,66.00,58.00,75.41,160.00,7.00,0.00,29.87,1011.30,8.00,null,SCT,null,null,null,2000.00,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 122153Z 16007KT 8SM SCT020 19/14 A2987 RMK AO2 SLP113 FG BNK ALNG SHRLN E-W T01890144 $,null
SBA,2025-06-12 15:53,-119.8436,34.4261,3.00,67.00,58.00,72.85,140.00,7.00,0.00,29.85,1010.80,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 122253Z 14007KT 7SM CLR 19/14 A2985 RMK AO2 SLP108 FG BANK ALONG SHORE E-W T01940144 $,null
SBA,2025-06-12 16:53,-119.8436,34.4261,3.00,67.00,58.00,72.85,160.00,6.00,0.00,29.84,1010.40,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 122353Z 16006KT 8SM CLR 19/14 A2984 RMK AO2 SLP104 T01940144 10200 20178 58008 $,null
SBA,2025-06-12 17:53,-119.8436,34.4261,3.00,66.00,57.00,72.74,170.00,6.00,0.00,29.83,1010.10,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 130053Z 17006KT 8SM CLR 19/14 A2983 RMK AO2 SLP101 T01890139 $,null
SBA,2025-06-12 18:53,-119.8436,34.4261,3.00,65.00,57.00,75.32,140.00,5.00,0.00,29.83,1009.90,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 130153Z 14005KT 8SM CLR 18/14 A2983 RMK AO2 SLP099 T01830139 $,null
SBA,2025-06-12 19:53,-119.8436,34.4261,3.00,63.00,57.00,80.77,140.00,5.00,0.00,29.83,1010.20,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KSBA 130253Z 14005KT 7SM CLR 17/14 A2983 RMK AO2 SLP102 T01720139 55002 $,null
SBA,2025-06-12 20:53,-119.8436,34.4261,3.00,62.00,58.00,86.73,120.00,4.00,0.00,29.83,1010.10,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 130353Z 12004KT 7SM CLR 17/14 A2983 RMK AO2 SLP101 T01670144 $,null
SBA,2025-06-12 21:53,-119.8436,34.4261,3.00,61.00,57.00,86.68,110.00,5.00,0.00,29.85,1010.60,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61.00,KSBA 130453Z 11005KT 7SM CLR 16/14 A2985 RMK AO2 SLP106 T01610139 $,null
SBA,2025-06-12 22:53,-119.8436,34.4261,3.00,60.00,57.00,89.81,90.00,3.00,0.00,29.85,1010.90,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 130553Z AUTO 09003KT 7SM CLR 16/14 A2985 RMK AO2 SLP109 T01560139 10194 20156 53007 $,null
SBA,2025-06-12 23:53,-119.8436,34.4261,3.00,59.00,56.00,89.77,90.00,3.00,0.00,29.85,1010.90,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 130653Z AUTO 09003KT 7SM CLR 15/13 A2985 RMK AO2 SLP109 T01500133 $,null
SBA,2025-06-13 00:49,-119.8436,34.4261,3.00,60.80,55.40,82.38,70.00,5.00,0.00,29.85,null,6.00,null,SCT,null,null,null,700.00,null,null,null,BR,null,null,null,null,null,null,60.80,KSBA 130749Z AUTO 07005KT 6SM BR SCT007 16/13 A2985 RMK AO2 $,null
SBA,2025-06-13 00:53,-119.8436,34.4261,3.00,59.00,56.00,89.77,60.00,5.00,0.00,29.85,1010.80,6.00,null,BKN,null,null,null,700.00,null,null,null,BR,null,null,null,null,null,null,59.00,KSBA 130753Z AUTO 06005KT 6SM BR BKN007 15/13 A2985 RMK AO2 SLP108 T01500133 402000117 $,null
SBA,2025-06-13 01:53,-119.8436,34.4261,3.00,60.00,57.00,89.81,80.00,6.00,0.00,29.85,1010.70,6.00,null,OVC,null,null,null,700.00,null,null,null,BR,null,null,null,null,null,null,60.00,KSBA 130853Z AUTO 08006KT 6SM BR OVC007 16/14 A2985 RMK AO2 SLP107 T01560139 56002 $,null
