Date,Time Entered,Time Exited,time_en_with_ampm,time_ex_with_ampm,time_en_fixed,time_ex_fixed,time_ex_datetime,time_ex_24hr,exit_datetime,date_only
2025-06-25,1:59,2:09,1:59 PM,2:09 PM,13:59:00,14:09:00,2025-06-25T14:09:00Z,14:09:00,2025-06-25T14:09:00Z,2025-06-25
2025-06-25,1:04,1:08,1:04 PM,1:08 PM,13:04:00,13:08:00,2025-06-25T13:08:00Z,13:08:00,2025-06-25T13:08:00Z,2025-06-25
2025-06-25,N/A,1:11,NA,1:11 PM,NA,13:11:00,2025-06-25T13:11:00Z,13:11:00,2025-06-25T13:11:00Z,2025-06-25
2025-06-25,1:24,1:27,1:24 PM,1:27 PM,13:24:00,13:27:00,2025-06-25T13:27:00Z,13:27:00,2025-06-25T13:27:00Z,2025-06-25
2025-06-25,1:43,1:45,1:43 PM,1:45 PM,13:43:00,13:45:00,2025-06-25T13:45:00Z,13:45:00,2025-06-25T13:45:00Z,2025-06-25
2025-06-26,11:50,12:13,11:50 AM,12:13 PM,11:50:00,12:13:00,2025-06-26T12:13:00Z,12:13:00,2025-06-26T12:13:00Z,2025-06-26
2025-06-26,1:34,1:40,1:34 PM,1:40 PM,13:34:00,13:40:00,2025-06-26T13:40:00Z,13:40:00,2025-06-26T13:40:00Z,2025-06-26
2025-06-26,N/A,11:59,NA,11:59 AM,NA,11:59:00,2025-06-26T11:59:00Z,11:59:00,2025-06-26T11:59:00Z,2025-06-26
2025-06-26,N/A,12:01,NA,12:01 PM,NA,12:01:00,2025-06-26T12:01:00Z,12:01:00,2025-06-26T12:01:00Z,2025-06-26
2025-06-26,12:04,12:17,12:04 PM,12:17 PM,12:04:00,12:17:00,2025-06-26T12:17:00Z,12:17:00,2025-06-26T12:17:00Z,2025-06-26
2025-06-26,N/A,12:09,NA,12:09 PM,NA,12:09:00,2025-06-26T12:09:00Z,12:09:00,2025-06-26T12:09:00Z,2025-06-26
2025-06-26,1:09,1:14,1:09 PM,1:14 PM,13:09:00,13:14:00,2025-06-26T13:14:00Z,13:14:00,2025-06-26T13:14:00Z,2025-06-26
2025-06-26,1:28,1:31,1:28 PM,1:31 PM,13:28:00,13:31:00,2025-06-26T13:31:00Z,13:31:00,2025-06-26T13:31:00Z,2025-06-26
2025-06-26,N/A,12:36,NA,12:36 PM,NA,12:36:00,2025-06-26T12:36:00Z,12:36:00,2025-06-26T12:36:00Z,2025-06-26
2025-06-26,N/A,12:49,NA,12:49 PM,NA,12:49:00,2025-06-26T12:49:00Z,12:49:00,2025-06-26T12:49:00Z,2025-06-26
2025-06-26,N/A,1:02,NA,1:02 PM,NA,13:02:00,2025-06-26T13:02:00Z,13:02:00,2025-06-26T13:02:00Z,2025-06-26
2025-06-26,1:19,1:23,1:19 PM,1:23 PM,13:19:00,13:23:00,2025-06-26T13:23:00Z,13:23:00,2025-06-26T13:23:00Z,2025-06-26
2025-06-26,1:49,1:51,1:49 PM,1:51 PM,13:49:00,13:51:00,2025-06-26T13:51:00Z,13:51:00,2025-06-26T13:51:00Z,2025-06-26
2025-06-26,2:11,2:15,2:11 PM,2:15 PM,14:11:00,14:15:00,2025-06-26T14:15:00Z,14:15:00,2025-06-26T14:15:00Z,2025-06-26
2025-06-26,N/A,1:05,NA,1:05 PM,NA,13:05:00,2025-06-26T13:05:00Z,13:05:00,2025-06-26T13:05:00Z,2025-06-26
2025-06-26,1:25,1:59,1:25 PM,1:59 PM,13:25:00,13:59:00,2025-06-26T13:59:00Z,13:59:00,2025-06-26T13:59:00Z,2025-06-26
2025-06-26,1:27,1:27,1:27 PM,1:27 PM,13:27:00,13:27:00,2025-06-26T13:27:00Z,13:27:00,2025-06-26T13:27:00Z,2025-06-26
2025-06-26,1:31,1:31,1:31 PM,1:31 PM,13:31:00,13:31:00,2025-06-26T13:31:00Z,13:31:00,2025-06-26T13:31:00Z,2025-06-26
2025-06-30,N/A,11:06,NA,11:06 AM,NA,11:06:00,2025-06-30T11:06:00Z,11:06:00,2025-06-30T11:06:00Z,2025-06-30
2025-06-30,N/A,12:06,NA,12:06 PM,NA,12:06:00,2025-06-30T12:06:00Z,12:06:00,2025-06-30T12:06:00Z,2025-06-30
2025-06-30,12:07,12:15,12:07 PM,12:15 PM,12:07:00,12:15:00,2025-06-30T12:15:00Z,12:15:00,2025-06-30T12:15:00Z,2025-06-30
2025-06-30,12:41,12:50,12:41 PM,12:50 PM,12:41:00,12:50:00,2025-06-30T12:50:00Z,12:50:00,2025-06-30T12:50:00Z,2025-06-30
2025-06-30,1:22,1:26,1:22 PM,1:26 PM,13:22:00,13:26:00,2025-06-30T13:26:00Z,13:26:00,2025-06-30T13:26:00Z,2025-06-30
2025-06-30,N/A,11:13,NA,11:13 AM,NA,11:13:00,2025-06-30T11:13:00Z,11:13:00,2025-06-30T11:13:00Z,2025-06-30
2025-06-30,1:21,1:34,1:21 PM,1:34 PM,13:21:00,13:34:00,2025-06-30T13:34:00Z,13:34:00,2025-06-30T13:34:00Z,2025-06-30
2025-06-30,N/A,11:14,NA,11:14 AM,NA,11:14:00,2025-06-30T11:14:00Z,11:14:00,2025-06-30T11:14:00Z,2025-06-30
2025-06-30,11:14,11:41,11:14 AM,11:41 AM,11:14:00,11:41:00,2025-06-30T11:41:00Z,11:41:00,2025-06-30T11:41:00Z,2025-06-30
2025-06-30,12:54,12:56,12:54 PM,12:56 PM,12:54:00,12:56:00,2025-06-30T12:56:00Z,12:56:00,2025-06-30T12:56:00Z,2025-06-30
2025-06-30,N/A,11:16,NA,11:16 AM,NA,11:16:00,2025-06-30T11:16:00Z,11:16:00,2025-06-30T11:16:00Z,2025-06-30
2025-06-30,11:20,11:31,11:20 AM,11:31 AM,11:20:00,11:31:00,2025-06-30T11:31:00Z,11:31:00,2025-06-30T11:31:00Z,2025-06-30
2025-06-30,N/A,11:54,NA,11:54 AM,NA,11:54:00,2025-06-30T11:54:00Z,11:54:00,2025-06-30T11:54:00Z,2025-06-30
2025-06-30,11:54,12:13,11:54 AM,12:13 PM,11:54:00,12:13:00,2025-06-30T12:13:00Z,12:13:00,2025-06-30T12:13:00Z,2025-06-30
2025-06-30,N/A,12:30,NA,12:30 PM,NA,12:30:00,2025-06-30T12:30:00Z,12:30:00,2025-06-30T12:30:00Z,2025-06-30
2025-06-30,N/A,12:31,NA,12:31 PM,NA,12:31:00,2025-06-30T12:31:00Z,12:31:00,2025-06-30T12:31:00Z,2025-06-30
2025-06-30,12:22,12:23,12:22 PM,12:23 PM,12:22:00,12:23:00,2025-06-30T12:23:00Z,12:23:00,2025-06-30T12:23:00Z,2025-06-30
2025-06-30,12:23,12:36,12:23 PM,12:36 PM,12:23:00,12:36:00,2025-06-30T12:36:00Z,12:36:00,2025-06-30T12:36:00Z,2025-06-30
2025-06-30,12:37,12:54,12:37 PM,12:54 PM,12:37:00,12:54:00,2025-06-30T12:54:00Z,12:54:00,2025-06-30T12:54:00Z,2025-06-30
2025-06-30,11:27,11:31,11:27 AM,11:31 AM,11:27:00,11:31:00,2025-06-30T11:31:00Z,11:31:00,2025-06-30T11:31:00Z,2025-06-30
2025-07-01,N/A,11:37,NA,11:37 AM,NA,11:37:00,2025-07-01T11:37:00Z,11:37:00,2025-07-01T11:37:00Z,2025-07-01
2025-07-01,12:04,12:11,12:04 PM,12:11 PM,12:04:00,12:11:00,2025-07-01T12:11:00Z,12:11:00,2025-07-01T12:11:00Z,2025-07-01
2025-07-01,12:36,12:43,12:36 PM,12:43 PM,12:36:00,12:43:00,2025-07-01T12:43:00Z,12:43:00,2025-07-01T12:43:00Z,2025-07-01
2025-07-01,1:07,1:13,1:07 PM,1:13 PM,13:07:00,13:13:00,2025-07-01T13:13:00Z,13:13:00,2025-07-01T13:13:00Z,2025-07-01
2025-07-01,1:32,1:36,1:32 PM,1:36 PM,13:32:00,13:36:00,2025-07-01T13:36:00Z,13:36:00,2025-07-01T13:36:00Z,2025-07-01
2025-07-01,N/A,11:37,NA,11:37 AM,NA,11:37:00,2025-07-01T11:37:00Z,11:37:00,2025-07-01T11:37:00Z,2025-07-01
2025-07-01,1:20,1:37,1:20 PM,1:37 PM,13:20:00,13:37:00,2025-07-01T13:37:00Z,13:37:00,2025-07-01T13:37:00Z,2025-07-01
2025-07-01,2:03,2:57,2:03 PM,2:57 PM,14:03:00,14:57:00,2025-07-01T14:57:00Z,14:57:00,2025-07-01T14:57:00Z,2025-07-01
2025-07-01,11:20,11:34,11:20 AM,11:34 AM,11:20:00,11:34:00,2025-07-01T11:34:00Z,11:34:00,2025-07-01T11:34:00Z,2025-07-01
2025-07-01,11:53,11:53,11:53 AM,11:53 AM,11:53:00,11:53:00,2025-07-01T11:53:00Z,11:53:00,2025-07-01T11:53:00Z,2025-07-01
2025-07-01,11:53,11:57,11:53 AM,11:57 AM,11:53:00,11:57:00,2025-07-01T11:57:00Z,11:57:00,2025-07-01T11:57:00Z,2025-07-01
2025-07-01,12:25,1:02,12:25 PM,1:02 PM,12:25:00,13:02:00,2025-07-01T13:02:00Z,13:02:00,2025-07-01T13:02:00Z,2025-07-01
2025-07-01,N/A,11:59,NA,11:59 AM,NA,11:59:00,2025-07-01T11:59:00Z,11:59:00,2025-07-01T11:59:00Z,2025-07-01
2025-07-01,12:00,12:26,12:00 PM,12:26 PM,12:00:00,12:26:00,2025-07-01T12:26:00Z,12:26:00,2025-07-01T12:26:00Z,2025-07-01
2025-07-01,1:36,1:36,1:36 PM,1:36 PM,13:36:00,13:36:00,2025-07-01T13:36:00Z,13:36:00,2025-07-01T13:36:00Z,2025-07-01
2025-07-01,12:02,12:08,12:02 PM,12:08 PM,12:02:00,12:08:00,2025-07-01T12:08:00Z,12:08:00,2025-07-01T12:08:00Z,2025-07-01
2025-07-01,12:30,12:35,12:30 PM,12:35 PM,12:30:00,12:35:00,2025-07-01T12:35:00Z,12:35:00,2025-07-01T12:35:00Z,2025-07-01
2025-07-01,1:08,1:17,1:08 PM,1:17 PM,13:08:00,13:17:00,2025-07-01T13:17:00Z,13:17:00,2025-07-01T13:17:00Z,2025-07-01
2025-07-01,1:39,1:54,1:39 PM,1:54 PM,13:39:00,13:54:00,2025-07-01T13:54:00Z,13:54:00,2025-07-01T13:54:00Z,2025-07-01
2025-07-01,12:05,1:59,12:05 PM,1:59 PM,12:05:00,13:59:00,2025-07-01T13:59:00Z,13:59:00,2025-07-01T13:59:00Z,2025-07-01
2025-07-01,1:01,1:08,1:01 PM,1:08 PM,13:01:00,13:08:00,2025-07-01T13:08:00Z,13:08:00,2025-07-01T13:08:00Z,2025-07-01
2025-07-01,12:20,12:25,12:20 PM,12:25 PM,12:20:00,12:25:00,2025-07-01T12:25:00Z,12:25:00,2025-07-01T12:25:00Z,2025-07-01
2025-07-01,12:46,12:48,12:46 PM,12:48 PM,12:46:00,12:48:00,2025-07-01T12:48:00Z,12:48:00,2025-07-01T12:48:00Z,2025-07-01
2025-07-01,1:04,1:07,1:04 PM,1:07 PM,13:04:00,13:07:00,2025-07-01T13:07:00Z,13:07:00,2025-07-01T13:07:00Z,2025-07-01
2025-07-01,1:21,1:23,1:21 PM,1:23 PM,13:21:00,13:23:00,2025-07-01T13:23:00Z,13:23:00,2025-07-01T13:23:00Z,2025-07-01
2025-07-01,1:27,1:42,1:27 PM,1:42 PM,13:27:00,13:42:00,2025-07-01T13:42:00Z,13:42:00,2025-07-01T13:42:00Z,2025-07-01
2025-07-01,1:47,1:50,1:47 PM,1:50 PM,13:47:00,13:50:00,2025-07-01T13:50:00Z,13:50:00,2025-07-01T13:50:00Z,2025-07-01
2025-07-01,2:05,2:16,2:05 PM,2:16 PM,14:05:00,14:16:00,2025-07-01T14:16:00Z,14:16:00,2025-07-01T14:16:00Z,2025-07-01
2025-07-01,2:08,2:14,2:08 PM,2:14 PM,14:08:00,14:14:00,2025-07-01T14:14:00Z,14:14:00,2025-07-01T14:14:00Z,2025-07-01
2025-07-02,11:47,11:49,11:47 AM,11:49 AM,11:47:00,11:49:00,2025-07-02T11:49:00Z,11:49:00,2025-07-02T11:49:00Z,2025-07-02
2025-07-02,11:56,11:59,11:56 AM,11:59 AM,11:56:00,11:59:00,2025-07-02T11:59:00Z,11:59:00,2025-07-02T11:59:00Z,2025-07-02
2025-07-02,12:13,12:15,12:13 PM,12:15 PM,12:13:00,12:15:00,2025-07-02T12:15:00Z,12:15:00,2025-07-02T12:15:00Z,2025-07-02
2025-07-02,12:57,1:03,12:57 PM,1:03 PM,12:57:00,13:03:00,2025-07-02T13:03:00Z,13:03:00,2025-07-02T13:03:00Z,2025-07-02
2025-07-03,11:55,11:59,11:55 AM,11:59 AM,11:55:00,11:59:00,2025-07-03T11:59:00Z,11:59:00,2025-07-03T11:59:00Z,2025-07-03
2025-07-03,11:58,12:25,11:58 AM,12:25 PM,11:58:00,12:25:00,2025-07-03T12:25:00Z,12:25:00,2025-07-03T12:25:00Z,2025-07-03
2025-07-03,1:40,2:02,1:40 PM,2:02 PM,13:40:00,14:02:00,2025-07-03T14:02:00Z,14:02:00,2025-07-03T14:02:00Z,2025-07-03
